"SurveyID","ID"
1,157
1,646
1,274
1,26
1,104
1,755
1,180
1,789
1,722
1,435
1,940
1,109
1,670
1,435
1,553
1,92
1,829
1,734
1,65
1,435
1,289
1,873
1,901
1,157
1,127
1,802
1,403
1,858
1,974
1,663
1,449
1,683
1,287
1,59
1,776
1,295
1,222
1,518
1,242
1,294
1,125
1,58
1,128
1,866
1,866
1,779
1,684
1,967
1,625
1,435
1,294
1,58
1,866
1,354
1,565
1,713
1,459
1,735
1,906
1,588
1,866
1,834
1,656
1,212
1,786
1,264
1,709
1,57
1,332
1,229
1,594
1,740
1,506
1,820
1,302
1,972
1,307
1,109
1,176
1,219
1,880
1,709
1,222
1,109
1,680
1,733
1,915
1,299
1,317
1,58
1,867
1,5
1,915
1,919
1,843
1,435
1,484
1,652
1,176
1,438
1,73
1,27
1,711
1,497
1,715
1,786
1,44
1,667
1,246
1,219
1,790
1,748
1,620
1,863
1,317
1,109
1,266
1,805
1,176
1,118
1,734
1,539
1,524
1,393
1,919
1,426
1,295
1,598
1,176
1,710
1,889
1,620
1,796
1,58
1,294
1,803
1,176
1,652
1,219
1,58
1,786
1,745
1,742
1,176
1,651
1,157
1,412
1,909
1,805
1,334
1,742
1,317
1,180
1,479
1,369
1,858
1,866
1,596
1,330
1,728
1,330
1,444
1,552
1,28
1,435
1,881
1,86
1,223
1,383
1,925
1,219
1,484
1,803
1,5
1,932
1,115
1,796
1,694
1,393
1,766
1,657
1,622
1,834
1,757
1,725
1,776
1,223
1,834
1,552
1,426
1,222
1,620
1,620
1,238
1,230
1,5
1,664
1,347
1,115
1,222
1,388
1,337
1,428
1,845
1,157
1,287
1,222
1,664
1,115
1,109
1,298
1,299
1,786
1,860
1,713
1,157
1,896
1,342
1,530
1,827
1,157
1,222
1,936
1,834
1,919
1,317
1,766
1,229
1,330
1,58
1,361
1,5
1,73
1,85
1,112
1,102
1,104
1,605
1,620
1,124
1,722
1,176
1,435
1,435
1,495
1,343
1,853
1,219
1,176
1,729
1,535
1,520
1,881
1,779
1,620
1,324
1,139
1,766
1,535
1,920
1,860
1,776
1,91
1,336
1,873
1,710
1,796
1,157
1,187
1,902
1,337
1,229
1,866
1,958
1,690
1,554
1,788
1,330
1,710
1,219
1,432
1,902
1,105
1,895
1,393
1,786
1,885
1,428
1,518
1,241
1,792
1,426
1,277
1,87
1,28
1,332
1,858
1,665
1,804
1,791
1,378
1,505
1,620
1,998
1,924
1,176
1,938
1,179
1,536
1,369
1,805
1,745
1,254
1,694
1,755
1,141
1,905
1,287
1,58
1,176
1,841
1,629
1,506
1,919
1,115
1,567
1,552
1,380
1,330
1,722
1,535
1,495
1,663
1,426
1,344
1,920
1,435
1,756
1,901
1,287
1,738
1,710
1,176
1,709
1,565
1,673
1,428
1,459
1,176
1,5
1,805
1,853
1,620
1,218
1,820
1,104
1,297
1,814
1,164
1,732
1,470
1,756
1,721
1,773
1,850
1,58
1,919
1,5
1,4
1,805
1,176
1,722
1,539
1,919
1,315
1,901
1,918
1,942
1,339
1,219
1,652
1,506
1,710
1,287
1,860
1,109
1,222
1,835
1,479
1,967
1,967
1,264
1,330
1,613
1,91
1,164
1,193
1,919
1,443
1,937
1,136
1,845
1,497
1,735
1,713
1,553
1,484
1,329
1,176
1,656
1,484
1,315
1,988
1,620
1,28
1,915
1,307
1,742
1,866
1,22
1,322
1,98
1,266
1,334
1,596
1,656
1,73
1,894
1,779
1,85
1,247
1,938
1,157
1,426
1,395
1,854
1,241
1,324
1,764
1,630
1,17
1,254
1,299
1,684
1,542
1,404
1,136
1,967
1,157
1,682
1,115
1,206
1,620
1,109
1,73
1,188
1,786
1,464
1,22
1,222
1,241
1,924
1,464
1,378
1,646
1,460
1,829
1,745
1,105
1,52
1,187
1,264
1,761
1,901
1,866
1,594
1,242
1,605
1,866
1,722
1,26
1,532
1,334
1,211
1,435
1,620
1,632
1,909
1,12
1,694
1,518
1,219
1,796
1,524
1,274
1,404
1,620
1,479
1,17
1,786
1,919
1,67
1,22
1,228
1,294
1,28
1,664
1,95
1,866
1,552
1,858
1,26
1,903
1,58
1,26
1,506
1,858
1,241
1,223
1,85
1,222
1,904
1,219
1,223
1,680
1,951
1,902
1,808
1,735
1,518
1,777
1,729
1,509
1,928
1,850
1,632
1,334
1,620
1,342
1,446
1,779
1,176
1,629
1,464
1,913
1,915
1,246
1,22
1,739
1,219
1,484
1,157
1,790
1,970
1,73
1,334
1,655
1,652
1,652
1,734
1,710
1,109
1,901
1,112
1,446
1,264
1,835
1,58
1,858
1,866
1,621
1,845
1,881
1,26
1,752
1,938
1,755
1,815
1,411
1,426
1,756
1,933
1,776
1,928
1,448
1,118
1,751
1,552
1,722
1,919
1,426
1,302
1,414
1,109
1,652
1,895
1,801
1,919
1,458
1,919
1,139
1,5
1,452
1,71
1,518
1,713
1,632
1,506
1,400
1,364
1,834
1,745
1,908
1,656
1,873
1,755
1,400
1,334
1,803
1,905
1,406
1,834
1,264
1,107
1,358
1,180
1,829
1,304
1,73
1,734
1,725
1,435
1,315
1,11
1,253
1,773
1,441
1,621
1,596
1,483
1,896
1,902
1,745
1,988
1,102
1,109
1,766
1,497
1,706
1,109
1,153
1,684
1,163
1,829
1,518
1,73
1,928
1,12
1,993
1,435
1,330
1,317
1,621
1,58
1,384
1,652
1,989
1,793
1,783
1,866
1,902
1,972
1,621
1,180
1,755
1,902
1,620
1,735
1,716
1,863
1,745
1,902
1,448
1,948
1,565
1,177
1,495
1,621
1,663
1,909
1,663
1,688
1,58
1,85
1,22
1,426
1,860
1,380
1,853
1,889
1,92
1,85
1,625
1,446
1,330
1,307
1,17
1,326
1,450
1,322
1,126
1,835
1,710
1,919
1,554
1,322
1,157
1,637
1,919
1,866
1,118
1,274
1,625
1,37
1,792
1,902
1,294
1,998
1,164
1,58
1,932
1,533
1,365
1,722
1,168
1,624
1,388
1,478
1,67
1,246
1,805
1,742
1,901
1,437
1,731
1,853
1,76
1,274
1,26
1,670
1,732
1,938
1,369
1,866
1,731
1,26
1,403
1,266
1,58
1,858
1,446
1,219
1,150
1,406
1,334
1,554
1,29
1,667
1,28
1,746
1,295
1,518
1,684
1,724
1,274
1,932
1,380
1,330
1,435
1,211
1,694
1,58
1,176
1,484
1,919
1,938
1,342
1,745
1,109
1,156
1,411
1,940
1,938
1,664
1,967
1,772
1,722
1,805
1,85
1,380
1,91
1,426
1,506
1,793
1,5
1,458
1,734
1,722
1,729
1,400
1,533
1,67
1,713
1,605
1,118
1,58
1,903
1,352
1,853
1,973
1,722
1,684
1,656
1,506
1,845
1,902
1,264
1,713
1,757
1,274
1,974
1,337
1,264
1,722
1,118
1,317
1,221
1,653
1,50
1,684
1,998
1,354
1,292
1,942
1,470
1,83
1,866
1,380
1,380
1,834
1,482
1,871
1,95
1,109
1,621
1,998
1,656
1,722
1,710
1,860
1,710
1,317
1,104
1,766
1,630
1,22
1,444
1,388
1,330
1,620
1,182
1,395
1,656
1,800
1,738
1,180
1,330
1,938
1,299
1,552
1,722
1,176
1,433
1,621
1,109
1,225
1,537
1,773
1,613
1,435
1,756
1,58
1,115
1,576
1,713
1,722
1,729
1,796
1,798
1,426
1,388
1,388
1,67
1,664
1,109
1,144
1,218
1,223
1,317
1,180
1,652
1,460
1,247
1,58
1,176
1,223
1,119
1,435
1,860
1,109
1,211
1,426
1,608
1,554
1,902
1,91
1,458
1,796
1,304
1,714
1,299
1,88
1,334
1,801
1,931
1,222
1,724
1,176
1,577
1,83
1,247
1,274
1,960
1,299
1,371
1,722
1,845
1,742
1,12
1,919
1,329
1,891
1,710
1,903
1,266
1,297
1,96
1,334
1,28
1,330
1,525
1,663
1,324
1,901
1,779
1,866
1,889
1,353
1,294
1,189
1,998
1,435
1,219
1,860
1,109
1,866
1,55
1,652
1,424
1,755
1,176
1,435
1,109
1,94
1,58
1,866
1,866
1,684
1,799
1,684
1,58
1,792
1,219
1,169
1,115
1,329
1,403
1,115
1,400
1,403
1,901
1,153
1,845
1,845
1,845
1,758
1,434
1,756
1,733
1,625
1,520
1,315
1,330
1,479
1,998
1,620
1,901
1,539
1,294
1,172
1,621
1,414
1,684
1,596
1,866
1,615
1,484
1,302
1,621
1,815
1,48
1,793
1,608
1,337
1,742
1,745
1,803
1,756
1,652
1,334
1,479
1,369
1,118
1,342
1,435
1,873
1,157
1,438
1,138
1,732
1,626
1,91
1,539
1,937
1,323
1,329
1,358
1,565
1,896
1,22
1,219
1,902
1,26
1,446
1,105
1,58
1,653
1,729
1,893
1,449
1,835
1,675
1,329
1,901
1,276
1,274
1,334
1,295
1,988
1,26
1,734
1,909
1,109
1,109
1,76
1,17
1,518
1,637
1,211
1,850
1,212
1,813
1,518
1,247
1,50
1,104
1,395
1,157
1,222
1,297
1,752
1,297
1,58
1,330
1,756
1,552
1,756
1,664
1,315
1,711
1,694
1,403
1,735
1,330
1,58
1,652
1,716
1,299
1,728
1,745
1,938
1,796
1,722
1,960
1,138
1,426
1,242
1,58
1,653
1,764
1,732
1,829
1,735
1,684
1,105
1,426
1,435
1,539
1,902
1,613
1,448
1,505
1,109
1,107
1,427
1,223
1,760
1,435
1,361
1,940
1,58
1,909
1,329
1,26
1,722
1,395
1,329
1,364
1,48
1,157
1,495
1,866
1,863
1,357
1,684
1,102
1,58
1,938
1,364
1,336
1,710
1,17
1,294
1,553
1,652
1,860
1,334
1,776
1,12
1,772
1,776
1,710
1,664
1,932
1,222
1,406
1,698
1,58
1,621
1,902
1,411
1,834
1,294
1,881
1,574
1,176
1,156
1,5
1,684
1,435
1,743
1,414
1,684
1,304
1,810
1,91
1,974
1,866
1,324
1,424
1,12
1,866
1,343
1,731
1,792
1,796
1,620
1,26
1,931
1,483
1,58
1,369
1,157
1,997
1,858
1,535
1,998
1,365
1,684
1,871
1,473
1,12
1,12
1,95
1,942
1,464
1,710
1,104
1,212
1,663
1,104
1,315
1,67
1,735
1,757
1,176
1,435
1,177
1,118
1,268
1,755
1,820
1,298
1,277
1,58
1,446
1,429
1,935
1,552
1,176
1,863
1,710
1,919
1,85
1,998
1,834
1,745
1,800
1,779
1,722
1,17
1,732
1,247
1,766
1,115
1,539
1,786
1,252
1,760
1,805
1,742
1,28
1,970
1,775
1,903
1,104
1,189
1,539
1,58
1,710
1,176
1,91
1,241
1,27
1,928
1,549
1,986
1,552
1,464
1,197
1,652
1,104
1,694
1,234
1,226
1,232
1,989
1,933
1,875
1,504
1,136
1,363
1,85
1,393
1,656
1,788
1,919
1,509
1,789
1,26
1,756
1,157
1,493
1,176
1,266
1,411
1,979
1,435
1,806
1,575
1,736
1,530
1,443
1,324
1,655
1,229
1,998
1,115
1,881
1,675
1,845
1,85
1,115
1,104
1,967
1,85
1,254
1,919
1,756
1,67
1,334
1,803
1,694
1,365
1,722
1,620
1,337
1,664
1,866
1,638
1,854
1,915
1,315
1,109
1,67
1,684
1,291
1,426
1,17
1,295
1,505
1,909
1,713
1,460
1,665
1,246
1,858
1,460
1,484
1,176
1,369
1,285
1,58
1,465
1,315
1,164
1,176
1,157
1,359
1,539
1,887
1,91
1,651
1,302
1,127
1,118
1,542
1,241
1,663
1,202
1,291
1,219
1,58
1,858
1,997
1,26
1,735
1,625
1,49
1,620
1,756
1,905
1,933
1,656
1,518
1,91
1,417
1,435
1,871
1,332
1,539
1,658
1,844
1,757
1,435
1,426
1,694
1,935
1,28
1,50
1,455
1,295
1,315
1,936
1,104
1,28
1,845
1,102
1,659
1,124
1,109
1,406
1,637
1,50
1,337
1,169
1,157
1,428
1,620
1,497
1,561
1,902
1,396
1,902
1,506
1,605
1,713
1,411
1,516
1,241
1,652
1,757
1,393
1,710
1,406
1,853
1,331
1,711
1,504
1,598
1,552
1,709
1,242
1,157
1,627
1,73
1,935
1,675
1,157
1,620
1,913
1,775
1,773
1,5
1,414
1,332
1,620
1,973
1,889
1,919
1,67
1,942
1,734
1,113
1,334
1,271
1,428
1,364
1,932
1,565
1,115
1,85
1,435
1,866
1,928
1,136
1,935
1,342
1,197
1,329
1,586
1,105
1,358
1,426
1,683
1,506
1,41
1,210
1,28
1,329
1,219
1,858
1,102
1,157
1,710
1,334
1,372
1,58
1,787
1,928
1,796
1,905
1,219
1,779
1,764
1,140
1,998
1,26
1,336
1,218
1,369
1,109
1,760
1,176
1,924
1,553
1,506
1,71
1,539
1,742
1,302
1,435
1,315
1,972
1,973
1,620
1,295
1,761
1,834
1,985
1,519
1,26
1,388
1,844
1,988
1,226
1,620
1,539
1,782
1,764
1,815
1,73
1,317
1,196
1,458
1,366
1,535
1,799
1,873
1,734
1,156
1,164
1,484
1,807
1,118
1,176
1,109
1,804
1,241
1,17
1,918
1,91
1,815
1,760
1,105
1,114
1,919
1,665
1,58
1,277
1,626
1,773
1,936
1,512
1,675
1,722
1,539
1,539
1,109
1,863
1,922
1,277
1,378
1,334
1,588
1,893
1,448
1,446
1,612
1,858
1,596
1,621
1,873
1,115
1,460
1,806
1,87
1,664
1,330
1,793
1,174
1,388
1,337
1,5
1,620
1,621
1,553
1,860
1,652
1,834
1,866
1,755
1,655
1,247
1,219
1,211
1,294
1,396
1,757
1,725
1,778
1,50
1,710
1,176
1,222
1,361
1,902
1,817
1,304
1,484
1,552
1,395
1,222
1,264
1,73
1,176
1,109
1,967
1,50
1,177
1,238
1,266
1,732
1,412
1,22
1,108
1,378
1,497
1,426
1,722
1,5
1,915
1,895
1,484
1,58
1,620
1,973
1,629
1,852
1,845
1,913
1,381
1,366
1,675
1,506
1,866
1,901
1,176
1,539
1,80
1,109
1,838
1,915
1,294
1,176
1,866
1,388
1,446
1,539
1,165
1,834
1,230
1,919
1,860
1,787
1,520
1,706
1,933
1,17
1,403
1,652
1,866
1,277
1,853
1,219
1,908
1,620
1,28
1,91
1,22
1,776
1,889
1,518
1,435
1,760
1,11
1,212
1,67
1,351
1,625
1,53
1,425
1,919
1,646
1,310
1,206
1,524
1,13
1,732
1,426
1,742
1,325
1,464
1,596
1,834
1,315
1,157
1,12
1,411
1,58
1,567
1,710
1,205
1,552
1,219
1,560
1,558
1,315
1,446
1,974
1,354
1,393
1,663
1,329
1,91
1,605
1,958
1,179
1,115
1,468
1,684
1,483
1,933
1,664
1,118
1,933
1,58
1,322
1,105
1,273
1,50
1,845
1,148
1,919
1,927
1,866
1,783
1,219
1,115
1,222
1,459
1,483
1,118
1,566
1,315
1,620
1,658
1,115
1,71
1,71
1,369
1,935
1,744
1,722
1,506
1,334
1,919
1,553
1,850
1,156
1,354
1,684
1,853
1,941
1,834
1,655
1,104
1,594
1,630
1,464
1,973
1,466
1,332
1,330
1,160
1,404
1,680
1,299
1,860
1,605
1,853
1,334
1,817
1,860
1,495
1,369
1,620
1,779
1,222
1,779
1,26
1,451
1,71
1,663
1,219
1,435
1,594
1,126
1,711
1,881
1,620
1,141
1,118
1,506
1,180
1,285
1,967
1,330
1,263
1,684
1,435
1,506
1,295
1,712
1,266
1,938
1,722
1,516
1,976
1,157
1,885
1,157
1,773
1,928
1,133
1,153
1,17
1,914
1,817
1,973
1,295
1,219
1,663
1,729
1,776
1,942
1,241
1,49
1,294
1,58
1,44
1,105
1,383
1,710
1,742
1,294
1,160
1,85
1,266
1,294
1,448
1,552
1,781
1,903
1,967
1,533
1,625
1,118
1,716
1,973
1,243
1,663
1,919
1,710
1,67
1,176
1,722
1,620
1,136
1,613
1,87
1,109
1,101
1,663
1,933
1,967
1,936
1,539
1,329
1,919
1,400
1,790
1,761
1,505
1,958
1,115
1,773
1,91
1,913
1,929
1,938
1,966
1,464
1,874
1,866
1,104
1,118
1,955
1,85
1,337
1,26
1,115
1,835
1,535
1,663
1,83
1,369
1,88
1,675
1,138
1,436
1,239
1,138
1,370
1,360
1,197
1,932
1,912
1,803
1,323
1,539
1,219
1,858
1,467
1,711
1,620
1,330
1,928
1,791
1,776
1,972
1,675
1,22
1,881
1,735
1,479
1,729
1,157
1,276
1,73
1,552
1,624
1,297
1,435
1,860
1,729
1,464
1,560
1,157
1,734
1,577
1,129
1,729
1,621
1,14
1,105
1,369
1,755
1,577
1,435
1,219
1,713
1,109
1,709
1,369
1,219
1,539
1,835
1,321
1,663
1,734
1,176
1,902
1,219
1,91
1,766
1,329
1,629
1,796
1,955
1,223
1,596
1,118
1,58
1,518
1,698
1,933
1,651
1,860
1,219
1,109
1,211
1,506
1,292
1,85
1,223
1,779
1,242
1,144
1,20
1,845
1,834
1,458
1,331
1,866
1,157
1,264
1,858
1,107
1,274
1,334
1,219
1,87
1,919
1,683
1,594
1,329
1,222
1,748
1,73
1,210
1,902
1,242
1,105
1,710
1,365
1,652
1,404
1,22
1,241
1,766
1,294
1,902
1,238
1,860
1,756
1,981
1,793
1,880
1,539
1,102
1,755
1,355
1,271
1,287
1,438
1,734
1,709
1,866
1,941
1,364
1,459
1,176
1,655
1,632
1,710
1,331
1,238
1,435
1,484
1,343
1,315
1,523
1,34
1,464
1,242
1,105
1,444
1,123
1,758
1,294
1,153
1,214
1,247
1,976
1,86
1,426
1,176
1,317
1,206
1,446
1,985
1,902
1,33
1,535
1,757
1,297
1,294
1,337
1,435
1,653
1,426
1,5
1,477
1,530
1,766
1,803
1,241
1,755
1,365
1,114
1,91
1,136
1,383
1,307
1,967
1,105
1,620
1,976
1,230
1,295
1,274
1,479
1,484
1,909
1,241
1,495
1,895
1,684
1,871
1,176
1,5
1,710
1,176
1,426
1,274
1,903
1,766
1,85
1,247
1,506
1,873
1,932
1,698
1,651
1,805
1,918
1,744
1,109
1,44
1,506
1,263
1,711
1,445
1,663
1,834
1,301
1,553
1,625
1,764
1,815
1,866
1,205
1,664
1,58
1,495
1,805
1,21
1,919
1,464
1,871
1,932
1,314
1,495
1,58
1,222
1,858
1,979
1,866
1,369
1,625
1,934
1,153
1,138
1,118
1,866
1,229
1,866
1,67
1,426
1,458
1,426
1,219
1,334
1,92
1,919
1,655
1,834
1,518
1,656
1,153
1,853
1,41
1,354
1,219
1,176
1,820
1,652
1,710
1,50
1,428
1,315
1,294
1,104
1,620
1,263
1,766
1,109
1,239
1,989
1,646
1,302
1,906
1,853
1,127
1,219
1,435
1,729
1,860
1,972
1,858
1,632
1,373
1,342
1,226
1,118
1,426
1,156
1,834
1,266
1,779
1,37
1,858
1,928
1,652
1,663
1,150
1,652
1,95
1,334
1,393
1,938
1,29
1,506
1,165
1,684
1,218
1,241
1,713
1,452
1,274
1,652
1,285
1,330
1,808
1,714
1,722
1,510
1,95
1,157
1,67
1,860
1,663
1,902
1,48
1,722
1,118
1,219
1,680
1,735
1,376
1,115
1,50
1,937
1,330
1,246
1,967
1,266
1,48
1,435
1,577
1,274
1,482
1,504
1,834
1,560
1,246
1,294
1,404
1,197
1,229
1,729
1,554
1,324
1,552
1,192
1,871
1,518
1,435
1,505
1,334
1,845
1,153
1,710
1,652
1,85
1,330
1,317
1,95
1,913
1,893
1,620
1,334
1,22
1,148
1,955
1,844
1,176
1,468
1,919
1,426
1,745
1,435
1,902
1,539
1,58
1,50
1,372
1,241
1,241
1,745
1,435
1,722
1,776
1,260
1,866
1,332
1,621
1,211
1,860
1,19
1,760
1,329
1,50
1,85
1,834
1,434
1,505
1,803
1,91
1,266
1,277
1,115
1,755
1,334
1,745
1,710
1,652
1,443
1,323
1,766
1,342
1,756
1,873
1,411
1,336
1,179
1,153
1,87
1,539
1,478
1,241
1,424
1,58
1,34
1,773
1,756
1,921
1,426
1,663
1,459
1,330
1,157
1,713
1,273
1,755
1,652
1,285
1,903
1,85
1,506
1,938
1,739
1,5
1,858
1,484
1,323
1,972
1,322
1,922
1,777
1,535
1,552
1,621
1,734
1,17
1,268
1,675
1,369
1,157
1,223
1,160
1,710
1,605
1,793
1,866
1,518
1,932
1,919
1,215
1,330
1,829
1,435
1,406
1,927
1,539
1,652
1,354
1,105
1,506
1,518
1,437
1,652
1,553
1,176
1,893
1,988
1,745
1,574
1,535
1,710
1,241
1,845
1,722
1,646
1,73
1,157
1,889
1,801
1,176
1,742
1,107
1,760
1,225
1,919
1,770
1,710
1,919
1,470
1,625
1,858
1,5
1,902
1,949
1,933
1,866
1,829
1,400
1,36
1,400
1,553
1,329
1,858
1,506
1,164
1,852
1,665
1,73
1,246
1,756
1,733
1,757
1,760
1,892
1,274
1,222
1,19
1,222
1,125
1,207
1,938
1,406
1,219
1,694
1,435
1,222
1,334
1,274
1,520
1,241
1,742
1,558
1,866
1,506
1,921
1,839
1,330
1,866
1,857
1,776
1,151
1,294
1,63
1,568
1,539
1,973
1,596
1,629
1,524
1,938
1,616
1,535
1,294
1,85
1,497
1,92
1,330
1,241
1,932
1,330
1,901
1,552
1,139
1,286
1,239
1,936
1,733
1,53
1,722
1,823
1,124
1,931
1,520
1,532
1,902
1,28
1,745
1,176
1,944
1,919
1,829
1,446
1,41
1,179
1,745
1,588
1,568
1,553
1,153
1,435
1,332
1,793
1,552
1,88
1,225
1,315
1,951
1,757
1,115
1,274
1,506
1,294
1,558
1,27
1,710
1,721
1,268
1,157
1,104
1,100
1,885
1,831
1,933
1,664
1,369
1,449
1,539
1,867
1,67
1,605
1,580
1,176
1,810
1,902
1,176
1,902
1,400
1,246
1,426
1,176
1,393
1,73
1,157
1,652
1,332
1,100
1,211
1,903
1,151
1,773
1,594
1,369
1,26
1,938
1,330
1,800
1,652
1,367
1,588
1,796
1,933
1,834
1,153
1,330
1,895
1,85
1,230
1,518
1,596
1,928
1,219
1,414
1,222
1,222
1,176
1,334
1,297
1,206
1,790
1,187
1,179
1,157
1,274
1,426
1,625
1,745
1,464
1,625
1,115
1,304
1,5
1,73
1,287
1,756
1,10
1,322
1,630
1,115
1,732
1,417
1,901
1,330
1,91
1,247
1,664
1,518
1,713
1,694
1,274
1,757
1,460
1,722
1,20
1,210
1,684
1,919
1,539
1,755
1,616
1,330
1,403
1,806
1,632
1,775
1,539
1,270
1,866
1,218
1,102
1,266
1,218
1,170
1,377
1,625
1,222
1,133
1,756
1,845
1,860
1,539
1,680
1,552
1,678
1,902
1,808
1,776
1,995
1,518
1,241
1,334
1,214
1,380
1,222
1,793
1,710
1,343
1,967
1,834
1,903
1,425
1,764
1,801
1,58
1,906
1,450
1,866
1,577
1,115
1,317
1,533
1,182
1,756
1,329
1,345
1,820
1,895
1,858
1,684
1,393
1,224
1,518
1,658
1,334
1,713
1,518
1,241
1,26
1,483
1,179
1,905
1,713
1,241
1,44
1,380
1,107
1,613
1,764
1,976
1,330
1,19
1,520
1,50
1,380
1,37
1,933
1,459
1,825
1,406
1,889
1,938
1,425
1,522
1,53
1,445
1,514
1,735
1,26
1,755
1,176
1,844
1,710
1,889
1,913
1,50
1,241
1,65
1,254
1,437
1,438
1,330
1,435
1,150
1,694
1,435
1,342
1,58
1,566
1,902
1,246
1,245
1,266
1,998
1,176
1,296
1,330
1,603
1,156
1,776
1,339
1,424
1,225
1,539
1,977
1,404
1,114
1,558
1,222
1,713
1,594
1,646
1,26
1,842
1,114
1,652
1,482
1,903
1,896
1,464
1,285
1,735
1,621
1,787
1,866
1,756
1,173
1,58
1,756
1,5
1,264
1,722
1,518
1,57
1,435
1,620
1,234
1,157
1,518
1,404
1,613
1,294
1,478
1,87
1,354
1,663
1,264
1,805
1,742
1,858
1,115
1,226
1,621
1,118
1,776
1,448
1,58
1,975
1,967
1,722
1,755
1,710
1,381
1,652
1,896
1,652
1,919
1,395
1,973
1,189
1,157
1,860
1,656
1,922
1,483
1,153
1,858
1,291
1,757
1,793
1,652
1,105
1,551
1,483
1,710
1,50
1,118
1,518
1,210
1,506
1,210
1,358
1,176
1,351
1,329
1,206
1,58
1,919
1,565
1,410
1,803
1,938
1,157
1,222
1,632
1,915
1,889
1,15
1,866
1,671
1,860
1,524
1,138
1,184
1,17
1,630
1,22
1,903
1,839
1,903
1,553
1,360
1,369
1,889
1,694
1,664
1,446
1,858
1,365
1,294
1,924
1,796
1,50
1,729
1,990
1,346
1,734
1,860
1,315
1,219
1,857
1,176
1,709
1,218
1,286
1,58
1,539
1,900
1,88
1,834
1,456
1,176
1,50
1,776
1,85
1,790
1,928
